,neighborhood,category,year,time,value
51167,Jamaica Plain,Other,2014,07,2
51168,Jamaica Plain,Other,2014,08,1
51169,Jamaica Plain,Other,2014,09,1
51170,Jamaica Plain,Other,2014,10,3
51171,Jamaica Plain,Other,2014,11,5
51172,Jamaica Plain,Other,2014,12,5
51173,Jamaica Plain,Other,2015,00,5
51174,Jamaica Plain,Other,2015,01,2
51175,Jamaica Plain,Other,2015,02,6
51176,Jamaica Plain,Other,2015,04,1
51177,Jamaica Plain,Other,2015,05,1
51178,Jamaica Plain,Other,2015,06,1
51179,Jamaica Plain,Other,2015,07,5
51180,Jamaica Plain,Other,2015,08,7
51181,Jamaica Plain,Other,2015,09,14
51182,Jamaica Plain,Other,2015,10,17
51183,Jamaica Plain,Other,2015,11,10
51184,Jamaica Plain,Other,2015,12,9
51185,Jamaica Plain,Other,2015,13,18
51186,Jamaica Plain,Other,2015,14,6
51187,Jamaica Plain,Other,2015,15,7
51188,Jamaica Plain,Other,2015,16,10
51189,Jamaica Plain,Other,2015,17,8
51190,Jamaica Plain,Other,2015,18,10
51191,Jamaica Plain,Other,2015,19,6
51192,Jamaica Plain,Other,2015,20,6
51193,Jamaica Plain,Other,2015,21,4
51194,Jamaica Plain,Other,2015,22,4
51195,Jamaica Plain,Other,2015,23,3
51196,Jamaica Plain,Other,2016,00,8
51197,Jamaica Plain,Other,2016,01,2
51198,Jamaica Plain,Other,2016,02,5
51199,Jamaica Plain,Other,2016,03,5
51200,Jamaica Plain,Other,2016,04,1
51201,Jamaica Plain,Other,2016,05,2
51202,Jamaica Plain,Other,2016,06,4
51203,Jamaica Plain,Other,2016,07,6
51204,Jamaica Plain,Other,2016,08,15
51205,Jamaica Plain,Other,2016,09,17
51206,Jamaica Plain,Other,2016,10,14
51207,Jamaica Plain,Other,2016,11,12
51208,Jamaica Plain,Other,2016,12,18
51209,Jamaica Plain,Other,2016,13,20
51210,Jamaica Plain,Other,2016,14,20
51211,Jamaica Plain,Other,2016,15,13
51212,Jamaica Plain,Other,2016,16,11
51213,Jamaica Plain,Other,2016,17,15
51214,Jamaica Plain,Other,2016,18,20
51215,Jamaica Plain,Other,2016,19,21
51216,Jamaica Plain,Other,2016,20,13
51217,Jamaica Plain,Other,2016,21,10
51218,Jamaica Plain,Other,2016,22,10
51219,Jamaica Plain,Other,2016,23,11
51220,Jamaica Plain,Other,2017,00,8
51221,Jamaica Plain,Other,2017,01,8
51222,Jamaica Plain,Other,2017,02,1
51223,Jamaica Plain,Other,2017,03,1
51224,Jamaica Plain,Other,2017,04,2
51225,Jamaica Plain,Other,2017,05,3
51226,Jamaica Plain,Other,2017,06,1
51227,Jamaica Plain,Other,2017,07,5
51228,Jamaica Plain,Other,2017,08,14
51229,Jamaica Plain,Other,2017,09,14
51230,Jamaica Plain,Other,2017,10,10
51231,Jamaica Plain,Other,2017,11,13
51232,Jamaica Plain,Other,2017,12,15
51233,Jamaica Plain,Other,2017,13,17
51234,Jamaica Plain,Other,2017,14,12
51235,Jamaica Plain,Other,2017,15,12
51236,Jamaica Plain,Other,2017,16,19
51237,Jamaica Plain,Other,2017,17,12
51238,Jamaica Plain,Other,2017,18,18
51239,Jamaica Plain,Other,2017,19,10
51240,Jamaica Plain,Other,2017,20,13
51241,Jamaica Plain,Other,2017,21,8
51242,Jamaica Plain,Other,2017,22,12
51243,Jamaica Plain,Other,2017,23,6
51244,Jamaica Plain,Other,2018,00,6
51245,Jamaica Plain,Other,2018,01,5
51246,Jamaica Plain,Other,2018,02,5
51247,Jamaica Plain,Other,2018,03,2
51248,Jamaica Plain,Other,2018,05,1
51249,Jamaica Plain,Other,2018,06,5
51250,Jamaica Plain,Other,2018,07,7
51251,Jamaica Plain,Other,2018,08,12
51252,Jamaica Plain,Other,2018,09,22
51253,Jamaica Plain,Other,2018,10,31
51254,Jamaica Plain,Other,2018,11,22
51255,Jamaica Plain,Other,2018,12,24
51256,Jamaica Plain,Other,2018,13,25
51257,Jamaica Plain,Other,2018,14,14
51258,Jamaica Plain,Other,2018,15,16
51259,Jamaica Plain,Other,2018,16,13
51260,Jamaica Plain,Other,2018,17,12
51261,Jamaica Plain,Other,2018,18,17
51262,Jamaica Plain,Other,2018,19,17
51263,Jamaica Plain,Other,2018,20,11
51264,Jamaica Plain,Other,2018,21,9
51265,Jamaica Plain,Other,2018,22,8
51266,Jamaica Plain,Other,2018,23,5
51267,Jamaica Plain,Other,2019,00,5
51268,Jamaica Plain,Other,2019,01,1
51269,Jamaica Plain,Other,2019,03,1
51270,Jamaica Plain,Other,2019,04,1
51271,Jamaica Plain,Other,2019,05,1
51272,Jamaica Plain,Other,2019,06,2
51273,Jamaica Plain,Other,2019,07,2
51274,Jamaica Plain,Other,2019,08,10
51275,Jamaica Plain,Other,2019,09,7
51276,Jamaica Plain,Other,2019,10,10
51277,Jamaica Plain,Other,2019,11,8
51278,Jamaica Plain,Other,2019,12,14
51279,Jamaica Plain,Other,2019,13,8
51280,Jamaica Plain,Other,2019,14,8
51281,Jamaica Plain,Other,2019,15,12
51282,Jamaica Plain,Other,2019,16,10
51283,Jamaica Plain,Other,2019,17,17
51284,Jamaica Plain,Other,2019,18,6
51285,Jamaica Plain,Other,2019,19,9
51286,Jamaica Plain,Other,2019,20,9
51287,Jamaica Plain,Other,2019,21,3
51288,Jamaica Plain,Other,2019,22,8
51289,Jamaica Plain,Other,2019,23,4
51290,Jamaica Plain,Other Burglary,2015,00,1
51291,Jamaica Plain,Other Burglary,2015,06,1
51292,Jamaica Plain,Other Burglary,2015,08,1
51293,Jamaica Plain,Other Burglary,2015,10,1
51294,Jamaica Plain,Other Burglary,2015,12,0
51295,Jamaica Plain,Other Burglary,2015,14,2
51296,Jamaica Plain,Other Burglary,2015,21,1
51297,Jamaica Plain,Other Burglary,2016,00,1
51298,Jamaica Plain,Other Burglary,2016,06,1
51299,Jamaica Plain,Other Burglary,2016,09,1
51300,Jamaica Plain,Other Burglary,2016,14,1
51301,Jamaica Plain,Other Burglary,2016,18,3
51302,Jamaica Plain,Other Burglary,2017,04,1
51303,Jamaica Plain,Other Burglary,2017,07,1
51304,Jamaica Plain,Other Burglary,2017,08,1
51305,Jamaica Plain,Other Burglary,2017,09,1
51306,Jamaica Plain,Other Burglary,2017,17,1
51307,Jamaica Plain,Other Burglary,2017,20,1
51308,Jamaica Plain,Other Burglary,2017,21,1
51309,Jamaica Plain,Other Burglary,2018,00,1
51310,Jamaica Plain,Other Burglary,2018,06,1
51311,Jamaica Plain,Other Burglary,2018,08,1
51312,Jamaica Plain,Other Burglary,2018,09,1
51313,Jamaica Plain,Other Burglary,2018,10,1
51314,Jamaica Plain,Other Burglary,2018,11,2
51315,Jamaica Plain,Other Burglary,2018,13,1
51316,Jamaica Plain,Other Burglary,2018,14,1
51317,Jamaica Plain,Other Burglary,2018,16,2
51318,Jamaica Plain,Other Burglary,2018,17,2
51319,Jamaica Plain,Other Burglary,2018,19,1
51320,Jamaica Plain,Other Burglary,2018,22,1
51321,Jamaica Plain,Other Burglary,2019,10,2
51322,Jamaica Plain,Other Burglary,2019,12,2
51323,Jamaica Plain,Other Burglary,2019,15,2
51324,Jamaica Plain,Other Burglary,2019,17,1
51325,Jamaica Plain,Phone Call Complaints,2012,04,1
51326,Jamaica Plain,Phone Call Complaints,2012,05,2
51327,Jamaica Plain,Phone Call Complaints,2012,07,1
51328,Jamaica Plain,Phone Call Complaints,2012,08,1
51329,Jamaica Plain,Phone Call Complaints,2012,09,3
51330,Jamaica Plain,Phone Call Complaints,2012,11,2
51331,Jamaica Plain,Phone Call Complaints,2012,12,1
51332,Jamaica Plain,Phone Call Complaints,2013,01,3
51333,Jamaica Plain,Phone Call Complaints,2013,02,5
51334,Jamaica Plain,Phone Call Complaints,2013,03,3
51335,Jamaica Plain,Phone Call Complaints,2013,04,4
51336,Jamaica Plain,Phone Call Complaints,2013,05,2
51337,Jamaica Plain,Phone Call Complaints,2013,06,1
51338,Jamaica Plain,Phone Call Complaints,2013,07,1
51339,Jamaica Plain,Phone Call Complaints,2013,08,2
51340,Jamaica Plain,Phone Call Complaints,2013,09,2
51341,Jamaica Plain,Phone Call Complaints,2013,10,5
51342,Jamaica Plain,Phone Call Complaints,2013,11,1
51343,Jamaica Plain,Phone Call Complaints,2013,12,5
51344,Jamaica Plain,Phone Call Complaints,2014,01,3
51345,Jamaica Plain,Phone Call Complaints,2014,02,2
51346,Jamaica Plain,Phone Call Complaints,2014,04,1
51347,Jamaica Plain,Phone Call Complaints,2014,05,2
51348,Jamaica Plain,Phone Call Complaints,2014,07,1
51349,Jamaica Plain,Phone Call Complaints,2014,08,1
51350,Jamaica Plain,Phone Call Complaints,2014,09,3
51351,Jamaica Plain,Phone Call Complaints,2014,10,3
51352,Jamaica Plain,Phone Call Complaints,2014,11,2
51353,Jamaica Plain,Phone Call Complaints,2014,12,4
51354,Jamaica Plain,Phone Call Complaints,2015,01,1
51355,Jamaica Plain,Phone Call Complaints,2015,02,1
51356,Jamaica Plain,Phone Call Complaints,2015,04,1
51357,Jamaica Plain,Phone Call Complaints,2015,06,2
51358,Jamaica Plain,Phone Call Complaints,2015,09,1
51359,Jamaica Plain,Phone Call Complaints,2015,12,3
51360,Jamaica Plain,Phone Call Complaints,2017,14,1
51361,Jamaica Plain,Police Service Incidents,2015,01,1
51362,Jamaica Plain,Police Service Incidents,2015,03,1
51363,Jamaica Plain,Police Service Incidents,2015,07,1
51364,Jamaica Plain,Police Service Incidents,2015,08,4
51365,Jamaica Plain,Police Service Incidents,2015,09,1
51366,Jamaica Plain,Police Service Incidents,2015,10,2
51367,Jamaica Plain,Police Service Incidents,2015,12,5
51368,Jamaica Plain,Police Service Incidents,2015,13,2
51369,Jamaica Plain,Police Service Incidents,2015,14,1
51370,Jamaica Plain,Police Service Incidents,2015,18,2
51371,Jamaica Plain,Police Service Incidents,2015,20,1
51372,Jamaica Plain,Police Service Incidents,2016,01,2
51373,Jamaica Plain,Police Service Incidents,2016,08,2
51374,Jamaica Plain,Police Service Incidents,2016,09,2
51375,Jamaica Plain,Police Service Incidents,2016,10,2
51376,Jamaica Plain,Police Service Incidents,2016,11,1
51377,Jamaica Plain,Police Service Incidents,2016,12,2
51378,Jamaica Plain,Police Service Incidents,2016,13,2
51379,Jamaica Plain,Police Service Incidents,2016,14,4
51380,Jamaica Plain,Police Service Incidents,2016,15,2
51381,Jamaica Plain,Police Service Incidents,2016,17,1
51382,Jamaica Plain,Police Service Incidents,2016,18,1
51383,Jamaica Plain,Police Service Incidents,2016,19,3
51384,Jamaica Plain,Police Service Incidents,2016,20,1
51385,Jamaica Plain,Police Service Incidents,2016,22,1
51386,Jamaica Plain,Police Service Incidents,2017,00,2
51387,Jamaica Plain,Police Service Incidents,2017,02,1
51388,Jamaica Plain,Police Service Incidents,2017,03,1
51389,Jamaica Plain,Police Service Incidents,2017,09,3
51390,Jamaica Plain,Police Service Incidents,2017,10,1
51391,Jamaica Plain,Police Service Incidents,2017,14,2
51392,Jamaica Plain,Police Service Incidents,2017,17,1
51393,Jamaica Plain,Police Service Incidents,2017,18,1
51394,Jamaica Plain,Police Service Incidents,2017,21,2
51395,Jamaica Plain,Police Service Incidents,2018,03,1
51396,Jamaica Plain,Police Service Incidents,2018,07,4
51397,Jamaica Plain,Police Service Incidents,2018,08,2
51398,Jamaica Plain,Police Service Incidents,2018,09,7
51399,Jamaica Plain,Police Service Incidents,2018,10,9
51400,Jamaica Plain,Police Service Incidents,2018,11,6
51401,Jamaica Plain,Police Service Incidents,2018,12,4
51402,Jamaica Plain,Police Service Incidents,2018,13,2
51403,Jamaica Plain,Police Service Incidents,2018,14,6
51404,Jamaica Plain,Police Service Incidents,2018,15,1
51405,Jamaica Plain,Police Service Incidents,2018,16,1
51406,Jamaica Plain,Police Service Incidents,2018,17,4
51407,Jamaica Plain,Police Service Incidents,2018,18,1
51408,Jamaica Plain,Police Service Incidents,2018,19,3
51409,Jamaica Plain,Police Service Incidents,2018,20,5
51410,Jamaica Plain,Police Service Incidents,2018,21,1
51411,Jamaica Plain,Police Service Incidents,2018,23,1
51412,Jamaica Plain,Police Service Incidents,2019,00,1
51413,Jamaica Plain,Police Service Incidents,2019,06,4
51414,Jamaica Plain,Police Service Incidents,2019,09,1
51415,Jamaica Plain,Police Service Incidents,2019,10,4
51416,Jamaica Plain,Police Service Incidents,2019,11,1
51417,Jamaica Plain,Police Service Incidents,2019,12,1
51418,Jamaica Plain,Police Service Incidents,2019,14,1
51419,Jamaica Plain,Police Service Incidents,2019,15,1
51420,Jamaica Plain,Police Service Incidents,2019,17,1
51421,Jamaica Plain,Police Service Incidents,2019,19,2
51422,Jamaica Plain,Police Service Incidents,2019,21,1
51423,Jamaica Plain,Prisoner Related Incidents,2013,03,1
51424,Jamaica Plain,Prisoner Related Incidents,2013,06,1
51425,Jamaica Plain,Prisoner Related Incidents,2013,10,1
51426,Jamaica Plain,Prisoner Related Incidents,2014,01,1
51427,Jamaica Plain,Prisoner Related Incidents,2014,02,1
51428,Jamaica Plain,Prisoner Related Incidents,2014,03,1
51429,Jamaica Plain,Prisoner Related Incidents,2015,10,1
51430,Jamaica Plain,Prisoner Related Incidents,2015,12,0
51431,Jamaica Plain,Prisoner Related Incidents,2015,17,1
51432,Jamaica Plain,Prisoner Related Incidents,2016,02,1
51433,Jamaica Plain,Prisoner Related Incidents,2016,11,1
51434,Jamaica Plain,Prisoner Related Incidents,2016,14,1
51435,Jamaica Plain,Prisoner Related Incidents,2017,11,2
51436,Jamaica Plain,Prisoner Related Incidents,2017,21,1
51437,Jamaica Plain,Prisoner Related Incidents,2018,08,1
51438,Jamaica Plain,Prisoner Related Incidents,2018,16,1
51439,Jamaica Plain,Prisoner Related Incidents,2018,17,2
51440,Jamaica Plain,Prisoner Related Incidents,2019,10,1
51441,Jamaica Plain,Prisoner Related Incidents,2019,16,1
51442,Jamaica Plain,Prisoner Related Incidents,2019,18,1
51443,Jamaica Plain,Property Found,2012,01,4
51444,Jamaica Plain,Property Found,2012,02,3
51445,Jamaica Plain,Property Found,2012,03,6
51446,Jamaica Plain,Property Found,2012,04,4
51447,Jamaica Plain,Property Found,2012,05,4
51448,Jamaica Plain,Property Found,2012,06,6
51449,Jamaica Plain,Property Found,2012,07,1
51450,Jamaica Plain,Property Found,2012,08,9
51451,Jamaica Plain,Property Found,2012,09,21
51452,Jamaica Plain,Property Found,2012,10,12
51453,Jamaica Plain,Property Found,2012,11,12
51454,Jamaica Plain,Property Found,2012,12,10
51455,Jamaica Plain,Property Found,2013,01,7
51456,Jamaica Plain,Property Found,2013,02,10
51457,Jamaica Plain,Property Found,2013,03,8
51458,Jamaica Plain,Property Found,2013,04,6
51459,Jamaica Plain,Property Found,2013,05,7
51460,Jamaica Plain,Property Found,2013,06,7
51461,Jamaica Plain,Property Found,2013,07,12
51462,Jamaica Plain,Property Found,2013,08,8
51463,Jamaica Plain,Property Found,2013,09,7
51464,Jamaica Plain,Property Found,2013,10,10
51465,Jamaica Plain,Property Found,2013,11,9
51466,Jamaica Plain,Property Found,2013,12,9
51467,Jamaica Plain,Property Found,2014,01,8
51468,Jamaica Plain,Property Found,2014,02,9
51469,Jamaica Plain,Property Found,2014,03,4
51470,Jamaica Plain,Property Found,2014,04,6
51471,Jamaica Plain,Property Found,2014,05,7
51472,Jamaica Plain,Property Found,2014,06,5
51473,Jamaica Plain,Property Found,2014,07,8
51474,Jamaica Plain,Property Found,2014,08,3
51475,Jamaica Plain,Property Found,2014,09,9
51476,Jamaica Plain,Property Found,2014,10,5
51477,Jamaica Plain,Property Found,2014,11,14
51478,Jamaica Plain,Property Found,2014,12,5
51479,Jamaica Plain,Property Found,2015,00,2
51480,Jamaica Plain,Property Found,2015,01,3
51481,Jamaica Plain,Property Found,2015,02,7
51482,Jamaica Plain,Property Found,2015,03,2
51483,Jamaica Plain,Property Found,2015,04,5
51484,Jamaica Plain,Property Found,2015,05,3
51485,Jamaica Plain,Property Found,2015,06,2
51486,Jamaica Plain,Property Found,2015,07,9
51487,Jamaica Plain,Property Found,2015,08,5
51488,Jamaica Plain,Property Found,2015,09,1
51489,Jamaica Plain,Property Found,2015,10,5
51490,Jamaica Plain,Property Found,2015,11,7
51491,Jamaica Plain,Property Found,2015,12,5
51492,Jamaica Plain,Property Found,2015,13,4
51493,Jamaica Plain,Property Found,2015,14,4
51494,Jamaica Plain,Property Found,2015,15,1
51495,Jamaica Plain,Property Found,2015,16,2
51496,Jamaica Plain,Property Found,2015,17,3
51497,Jamaica Plain,Property Found,2015,19,1
51498,Jamaica Plain,Property Found,2015,20,1
51499,Jamaica Plain,Property Found,2016,00,4
51500,Jamaica Plain,Property Found,2016,02,1
51501,Jamaica Plain,Property Found,2016,03,1
51502,Jamaica Plain,Property Found,2016,05,1
51503,Jamaica Plain,Property Found,2016,07,1
51504,Jamaica Plain,Property Found,2016,08,2
51505,Jamaica Plain,Property Found,2016,09,7
51506,Jamaica Plain,Property Found,2016,10,8
51507,Jamaica Plain,Property Found,2016,11,3
51508,Jamaica Plain,Property Found,2016,12,2
51509,Jamaica Plain,Property Found,2016,13,8
51510,Jamaica Plain,Property Found,2016,14,3
51511,Jamaica Plain,Property Found,2016,15,6
51512,Jamaica Plain,Property Found,2016,16,6
51513,Jamaica Plain,Property Found,2016,17,10
51514,Jamaica Plain,Property Found,2016,18,4
51515,Jamaica Plain,Property Found,2016,19,7
51516,Jamaica Plain,Property Found,2016,20,2
51517,Jamaica Plain,Property Found,2016,21,4
51518,Jamaica Plain,Property Found,2016,22,4
51519,Jamaica Plain,Property Found,2016,23,2
51520,Jamaica Plain,Property Found,2017,00,2
51521,Jamaica Plain,Property Found,2017,01,1
51522,Jamaica Plain,Property Found,2017,02,1
51523,Jamaica Plain,Property Found,2017,05,1
51524,Jamaica Plain,Property Found,2017,06,2
51525,Jamaica Plain,Property Found,2017,07,4
51526,Jamaica Plain,Property Found,2017,08,6
51527,Jamaica Plain,Property Found,2017,09,3
51528,Jamaica Plain,Property Found,2017,10,8
51529,Jamaica Plain,Property Found,2017,11,2
51530,Jamaica Plain,Property Found,2017,12,6
51531,Jamaica Plain,Property Found,2017,13,5
51532,Jamaica Plain,Property Found,2017,14,2
51533,Jamaica Plain,Property Found,2017,15,1
51534,Jamaica Plain,Property Found,2017,16,5
51535,Jamaica Plain,Property Found,2017,17,8
51536,Jamaica Plain,Property Found,2017,18,1
51537,Jamaica Plain,Property Found,2017,19,3
51538,Jamaica Plain,Property Found,2017,20,2
51539,Jamaica Plain,Property Found,2017,21,2
51540,Jamaica Plain,Property Found,2017,22,3
51541,Jamaica Plain,Property Found,2017,23,1
51542,Jamaica Plain,Property Found,2018,01,1
51543,Jamaica Plain,Property Found,2018,02,1
51544,Jamaica Plain,Property Found,2018,06,1
51545,Jamaica Plain,Property Found,2018,07,3
51546,Jamaica Plain,Property Found,2018,08,5
51547,Jamaica Plain,Property Found,2018,09,4
51548,Jamaica Plain,Property Found,2018,10,10
51549,Jamaica Plain,Property Found,2018,11,3
51550,Jamaica Plain,Property Found,2018,12,7
51551,Jamaica Plain,Property Found,2018,13,5
51552,Jamaica Plain,Property Found,2018,14,4
51553,Jamaica Plain,Property Found,2018,15,9
51554,Jamaica Plain,Property Found,2018,16,2
51555,Jamaica Plain,Property Found,2018,17,3
51556,Jamaica Plain,Property Found,2018,18,5
51557,Jamaica Plain,Property Found,2018,19,5
51558,Jamaica Plain,Property Found,2018,20,4
51559,Jamaica Plain,Property Found,2018,21,1
51560,Jamaica Plain,Property Found,2018,22,1
51561,Jamaica Plain,Property Found,2018,23,3
51562,Jamaica Plain,Property Found,2019,01,1
51563,Jamaica Plain,Property Found,2019,03,1
51564,Jamaica Plain,Property Found,2019,04,1
51565,Jamaica Plain,Property Found,2019,05,1
51566,Jamaica Plain,Property Found,2019,06,1
51567,Jamaica Plain,Property Found,2019,07,5
51568,Jamaica Plain,Property Found,2019,08,3
51569,Jamaica Plain,Property Found,2019,09,4
51570,Jamaica Plain,Property Found,2019,10,2
51571,Jamaica Plain,Property Found,2019,11,4
51572,Jamaica Plain,Property Found,2019,12,3
51573,Jamaica Plain,Property Found,2019,13,3
51574,Jamaica Plain,Property Found,2019,15,5
51575,Jamaica Plain,Property Found,2019,16,3
51576,Jamaica Plain,Property Found,2019,17,8
51577,Jamaica Plain,Property Found,2019,18,9
51578,Jamaica Plain,Property Found,2019,19,5
51579,Jamaica Plain,Property Found,2019,20,4
51580,Jamaica Plain,Property Found,2019,21,5
51581,Jamaica Plain,Property Found,2019,22,3
51582,Jamaica Plain,Property Lost,2012,01,2
51583,Jamaica Plain,Property Lost,2012,02,1
51584,Jamaica Plain,Property Lost,2012,03,6
51585,Jamaica Plain,Property Lost,2012,04,5
51586,Jamaica Plain,Property Lost,2012,05,7
51587,Jamaica Plain,Property Lost,2012,06,3
51588,Jamaica Plain,Property Lost,2012,07,5
51589,Jamaica Plain,Property Lost,2012,08,5
51590,Jamaica Plain,Property Lost,2012,09,4
51591,Jamaica Plain,Property Lost,2012,10,5
51592,Jamaica Plain,Property Lost,2012,11,3
51593,Jamaica Plain,Property Lost,2012,12,8
51594,Jamaica Plain,Property Lost,2013,01,13
51595,Jamaica Plain,Property Lost,2013,02,6
51596,Jamaica Plain,Property Lost,2013,03,12
51597,Jamaica Plain,Property Lost,2013,04,9
51598,Jamaica Plain,Property Lost,2013,05,9
51599,Jamaica Plain,Property Lost,2013,06,10
51600,Jamaica Plain,Property Lost,2013,07,10
51601,Jamaica Plain,Property Lost,2013,08,7
51602,Jamaica Plain,Property Lost,2013,09,14
51603,Jamaica Plain,Property Lost,2013,10,5
51604,Jamaica Plain,Property Lost,2013,11,11
51605,Jamaica Plain,Property Lost,2013,12,15
51606,Jamaica Plain,Property Lost,2014,01,8
51607,Jamaica Plain,Property Lost,2014,02,11
51608,Jamaica Plain,Property Lost,2014,03,9
51609,Jamaica Plain,Property Lost,2014,04,9
51610,Jamaica Plain,Property Lost,2014,05,7
51611,Jamaica Plain,Property Lost,2014,06,13
51612,Jamaica Plain,Property Lost,2014,07,8
51613,Jamaica Plain,Property Lost,2014,08,11
51614,Jamaica Plain,Property Lost,2014,09,7
51615,Jamaica Plain,Property Lost,2014,10,13
51616,Jamaica Plain,Property Lost,2014,11,12
51617,Jamaica Plain,Property Lost,2014,12,10
51618,Jamaica Plain,Property Lost,2015,00,4
51619,Jamaica Plain,Property Lost,2015,01,6
51620,Jamaica Plain,Property Lost,2015,02,2
51621,Jamaica Plain,Property Lost,2015,03,4
51622,Jamaica Plain,Property Lost,2015,04,7
51623,Jamaica Plain,Property Lost,2015,05,6
51624,Jamaica Plain,Property Lost,2015,06,4
51625,Jamaica Plain,Property Lost,2015,07,8
51626,Jamaica Plain,Property Lost,2015,08,2
51627,Jamaica Plain,Property Lost,2015,09,7
51628,Jamaica Plain,Property Lost,2015,10,7
51629,Jamaica Plain,Property Lost,2015,11,6
51630,Jamaica Plain,Property Lost,2015,12,12
51631,Jamaica Plain,Property Lost,2015,14,1
51632,Jamaica Plain,Property Lost,2015,15,5
51633,Jamaica Plain,Property Lost,2015,16,4
51634,Jamaica Plain,Property Lost,2015,17,5
51635,Jamaica Plain,Property Lost,2015,18,3
51636,Jamaica Plain,Property Lost,2015,19,2
51637,Jamaica Plain,Property Lost,2015,20,4
51638,Jamaica Plain,Property Lost,2015,21,5
51639,Jamaica Plain,Property Lost,2015,22,3
51640,Jamaica Plain,Property Lost,2015,23,4
51641,Jamaica Plain,Property Lost,2016,00,3
51642,Jamaica Plain,Property Lost,2016,01,1
51643,Jamaica Plain,Property Lost,2016,02,2
51644,Jamaica Plain,Property Lost,2016,06,2
51645,Jamaica Plain,Property Lost,2016,08,6
51646,Jamaica Plain,Property Lost,2016,09,8
51647,Jamaica Plain,Property Lost,2016,10,8
51648,Jamaica Plain,Property Lost,2016,11,4
51649,Jamaica Plain,Property Lost,2016,12,13
51650,Jamaica Plain,Property Lost,2016,13,3
51651,Jamaica Plain,Property Lost,2016,14,5
51652,Jamaica Plain,Property Lost,2016,15,9
51653,Jamaica Plain,Property Lost,2016,16,2
51654,Jamaica Plain,Property Lost,2016,17,9
51655,Jamaica Plain,Property Lost,2016,18,8
51656,Jamaica Plain,Property Lost,2016,19,7
51657,Jamaica Plain,Property Lost,2016,20,6
51658,Jamaica Plain,Property Lost,2016,21,3
51659,Jamaica Plain,Property Lost,2016,22,7
51660,Jamaica Plain,Property Lost,2016,23,4
51661,Jamaica Plain,Property Lost,2017,00,4
51662,Jamaica Plain,Property Lost,2017,01,2
51663,Jamaica Plain,Property Lost,2017,02,1
51664,Jamaica Plain,Property Lost,2017,03,2
51665,Jamaica Plain,Property Lost,2017,05,1
51666,Jamaica Plain,Property Lost,2017,06,1
51667,Jamaica Plain,Property Lost,2017,07,4
51668,Jamaica Plain,Property Lost,2017,08,5
51669,Jamaica Plain,Property Lost,2017,09,8
51670,Jamaica Plain,Property Lost,2017,10,5
51671,Jamaica Plain,Property Lost,2017,11,7
51672,Jamaica Plain,Property Lost,2017,12,11
51673,Jamaica Plain,Property Lost,2017,13,8
51674,Jamaica Plain,Property Lost,2017,14,9
51675,Jamaica Plain,Property Lost,2017,15,3
51676,Jamaica Plain,Property Lost,2017,16,6
51677,Jamaica Plain,Property Lost,2017,17,12
51678,Jamaica Plain,Property Lost,2017,18,4
51679,Jamaica Plain,Property Lost,2017,19,6
51680,Jamaica Plain,Property Lost,2017,20,2
51681,Jamaica Plain,Property Lost,2017,21,3
51682,Jamaica Plain,Property Lost,2017,22,1
51683,Jamaica Plain,Property Lost,2017,23,2
51684,Jamaica Plain,Property Lost,2018,00,2
51685,Jamaica Plain,Property Lost,2018,01,2
51686,Jamaica Plain,Property Lost,2018,02,1
51687,Jamaica Plain,Property Lost,2018,06,2
51688,Jamaica Plain,Property Lost,2018,07,6
51689,Jamaica Plain,Property Lost,2018,08,7
51690,Jamaica Plain,Property Lost,2018,09,9
51691,Jamaica Plain,Property Lost,2018,10,5
51692,Jamaica Plain,Property Lost,2018,11,8
51693,Jamaica Plain,Property Lost,2018,12,9
51694,Jamaica Plain,Property Lost,2018,13,9
51695,Jamaica Plain,Property Lost,2018,14,10
51696,Jamaica Plain,Property Lost,2018,15,9
51697,Jamaica Plain,Property Lost,2018,16,12
51698,Jamaica Plain,Property Lost,2018,17,17
51699,Jamaica Plain,Property Lost,2018,18,5
51700,Jamaica Plain,Property Lost,2018,19,3
51701,Jamaica Plain,Property Lost,2018,20,7
51702,Jamaica Plain,Property Lost,2018,21,1
51703,Jamaica Plain,Property Lost,2018,22,4
51704,Jamaica Plain,Property Lost,2018,23,1
51705,Jamaica Plain,Property Lost,2019,00,5
51706,Jamaica Plain,Property Lost,2019,01,2
51707,Jamaica Plain,Property Lost,2019,06,3
51708,Jamaica Plain,Property Lost,2019,07,2
51709,Jamaica Plain,Property Lost,2019,08,1
51710,Jamaica Plain,Property Lost,2019,09,3
51711,Jamaica Plain,Property Lost,2019,10,4
51712,Jamaica Plain,Property Lost,2019,11,1
51713,Jamaica Plain,Property Lost,2019,12,3
51714,Jamaica Plain,Property Lost,2019,13,5
51715,Jamaica Plain,Property Lost,2019,14,4
51716,Jamaica Plain,Property Lost,2019,15,8
51717,Jamaica Plain,Property Lost,2019,16,6
51718,Jamaica Plain,Property Lost,2019,17,3
51719,Jamaica Plain,Property Lost,2019,18,3
51720,Jamaica Plain,Property Lost,2019,19,2
51721,Jamaica Plain,Property Lost,2019,20,3
51722,Jamaica Plain,Property Lost,2019,21,7
51723,Jamaica Plain,Property Lost,2019,22,3
51724,Jamaica Plain,Property Lost,2019,23,1
51725,Jamaica Plain,Property Related Damage,2015,03,1
51726,Jamaica Plain,Property Related Damage,2015,10,1
